key,family,relL2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,relL2_spectrum_fno48_floor6_smooth1_qc_peak4,relL2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_peak4,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom,patR2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,patR2_spectrum_fno48_floor6_smooth1_qc_peak4,patR2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom,crf_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,crf_spectrum_fno48_floor6_smooth1_qc_peak4,crf_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom,winner
run16_sparc_1313,sparc_1313,0.556769,1.112942,0.604359,0.512955,0.637153,0.536868,0.871964,0.914929,0.952513,0.799755,0.821496,0.915254,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run16_sparc_1318,sparc_1318,0.708998,1.408439,0.826609,0.694534,0.715571,0.703720,0.906838,0.922178,0.942355,0.765907,0.726708,0.871648,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run16_sparc_1353,sparc_1353,0.575224,1.139388,0.708777,0.563819,0.640640,0.620422,0.872921,0.887081,0.912742,0.826772,0.866588,0.939787,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run16_sparc_1359,sparc_1359,0.553381,1.165254,0.667233,0.553296,0.672862,0.551164,0.901160,0.916828,0.927216,0.966308,0.835524,0.909216,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run16_sparc_1362,sparc_1362,0.624908,0.781674,0.909958,0.623299,0.663904,0.709796,0.892102,0.911624,0.906133,0.908653,0.815864,0.970611,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run16_sparc_1364,sparc_1364,0.755188,0.968721,0.814078,0.716805,0.727087,0.710744,0.889783,0.880118,0.870028,0.948368,0.808699,0.900592,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run16_sparc_1365,sparc_1365,0.672641,1.081922,0.650333,0.672615,0.741571,0.650034,0.839735,0.885097,0.869967,0.943882,0.874866,0.962779,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run16_sparc_1401,sparc_1401,0.732677,0.808705,0.719202,0.690372,0.745450,0.666736,0.933441,0.942849,0.941707,0.944379,0.755399,0.915889,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run16_sparc_1405,sparc_1405,0.616991,0.727618,0.600886,0.598667,0.651824,0.596592,0.944917,0.947358,0.926575,0.894176,0.813535,0.946530,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run16_sparc_1406,sparc_1406,0.701160,0.816134,0.706692,0.624738,0.678668,0.652929,0.946705,0.935933,0.951868,0.918181,0.846004,0.908358,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run16_sparc_1408,sparc_1408,0.587736,0.718275,0.625704,0.566834,0.592040,0.562318,0.924260,0.924415,0.943481,0.728120,0.772979,0.908279,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run16_sparc_1410,sparc_1410,0.626087,0.520631,0.694006,0.592472,0.474283,0.612644,0.928464,0.932270,0.922776,0.888433,0.577858,0.917823,spectrum_fno48_floor6_smooth1_qc_peak4
run16_sparc_1421,sparc_1421,0.771313,1.385003,1.131871,0.596641,0.658028,0.681647,0.865798,0.921745,0.905651,0.889996,0.789501,0.970020,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run16_sparc_1424,sparc_1424,0.853663,1.036817,0.872980,0.754474,0.770884,0.804261,0.943099,0.949481,0.952233,0.903121,0.846787,0.937089,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run16_sparc_1426,sparc_1426,1.179567,1.045830,0.813481,0.637034,0.682590,0.602598,0.946894,0.944162,0.924319,0.907147,0.729866,0.941284,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run16_sparc_1427,sparc_1427,0.815715,0.824961,0.758564,0.685370,0.771733,0.659147,0.697732,0.718278,0.758561,0.966338,0.825405,0.976651,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run16_sparc_1428,sparc_1428,1.130180,1.056841,0.857756,0.711898,0.781115,0.652209,0.882026,0.844106,0.819448,0.895265,0.866638,0.934776,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run16_sparc_1429,sparc_1429,1.033738,1.259299,1.266829,0.734100,0.820227,0.767303,0.903277,0.902766,0.865036,0.929600,0.927290,0.971368,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run16_sparc_1504,sparc_1504,0.664910,0.898363,0.616079,0.618859,0.683262,0.605334,0.942545,0.945502,0.943618,0.793271,0.678768,0.943398,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run16_sparc_1512,sparc_1512,0.614402,0.567621,0.516716,0.612794,0.522927,0.515380,0.897278,0.916881,0.927583,0.872883,0.639540,0.862688,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run16_sparc_1519,sparc_1519,0.580536,0.515267,0.615385,0.500665,0.502292,0.566088,0.914578,0.929694,0.914585,0.944188,0.797148,0.965478,spectrum_fno48_floor6_smooth1_qc_peak4
run16_sparc_1524,sparc_1524,0.756411,1.129204,0.880263,0.566064,0.658774,0.590945,0.886763,0.894956,0.896089,0.791476,0.727566,0.895695,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run16_sparc_1525,sparc_1525,0.720652,0.900534,0.696425,0.676253,0.723339,0.652748,0.951992,0.952294,0.953781,0.859545,0.654297,0.944299,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run16_sparc_1529,sparc_1529,0.840757,1.127833,0.869327,0.739132,0.773521,0.690499,0.531295,0.587025,0.741863,0.980568,0.979704,0.980640,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run17_sparc_1356,sparc_1356,0.503710,0.655631,0.520188,0.484052,0.580127,0.489809,0.923159,0.923742,0.927782,0.924814,0.745960,0.897139,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run17_sparc_1361,sparc_1361,0.450132,0.564295,0.457134,0.431624,0.507183,0.438346,0.896318,0.899908,0.896021,0.906207,0.882664,0.920665,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run17_sparc_1365,sparc_1365,0.427865,0.552609,0.422209,0.426359,0.521641,0.421754,0.894490,0.899821,0.886320,0.918786,0.923241,0.939359,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run17_sparc_1403,sparc_1403,0.590751,0.793326,0.586038,0.576143,0.754125,0.575773,0.916237,0.915653,0.911502,0.953579,0.750723,0.923755,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run17_sparc_1412,sparc_1412,0.552981,0.650375,0.543865,0.531488,0.588399,0.523425,0.932361,0.930042,0.956219,0.912155,0.727198,0.868787,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run17_sparc_1414,sparc_1414,0.576881,0.633487,0.596451,0.528761,0.583176,0.541837,0.933263,0.931710,0.944957,0.927693,0.861021,0.977000,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run17_sparc_1418,sparc_1418,0.499766,0.565598,0.524281,0.482102,0.539125,0.500936,0.920048,0.923859,0.925149,0.916178,0.834597,0.952726,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run17_sparc_1420,sparc_1420,0.495228,0.555069,0.513695,0.489251,0.518313,0.501782,0.916854,0.919120,0.912557,0.889777,0.774755,0.941405,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run17_sparc_1428,sparc_1428,0.768424,0.781939,0.756101,0.729039,0.739996,0.724571,0.892552,0.884318,0.878609,0.968263,0.854247,0.976714,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run17_sparc_1500,sparc_1500,0.562668,0.482153,0.403527,0.511361,0.449787,0.369790,0.990878,0.993962,0.990561,0.951870,0.672224,0.965199,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run17_sparc_1501,sparc_1501,0.650262,0.777194,0.842209,0.649647,0.756056,0.823003,0.885807,0.859425,0.820518,0.956738,0.977258,0.977339,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run17_sparc_1508,sparc_1508,1.365144,1.634607,0.988677,0.841450,0.921767,0.806996,0.775456,0.865083,0.825702,0.931019,0.856033,0.966765,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run17_sparc_1512,sparc_1512,0.599609,0.646253,0.575479,0.529780,0.575339,0.516560,0.934083,0.936496,0.950529,0.883747,0.801117,0.866359,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run18_sparc_1303,sparc_1303,0.588699,0.636086,0.541268,0.552897,0.632194,0.524077,0.929491,0.924996,0.930356,0.940354,0.652690,0.944549,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run18_sparc_1305,sparc_1305,0.753169,0.862386,0.712235,0.720918,0.778082,0.706874,0.929359,0.928815,0.931863,0.916143,0.885983,0.915326,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run18_sparc_1311,sparc_1311,0.661248,0.651359,0.668047,0.649036,0.640356,0.660050,0.928969,0.930133,0.945602,0.871325,0.733738,0.905316,spectrum_fno48_floor6_smooth1_qc_peak4
run18_sparc_1319,sparc_1319,0.621462,0.676507,0.661470,0.621347,0.672612,0.661403,0.935082,0.938962,0.952790,0.798822,0.873612,0.878611,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run18_sparc_1354,sparc_1354,0.664586,0.644069,0.680045,0.663808,0.642805,0.679645,0.921538,0.922952,0.923435,0.929423,0.833995,0.923214,spectrum_fno48_floor6_smooth1_qc_peak4
run18_sparc_1359,sparc_1359,0.657685,0.701995,0.699506,0.657680,0.698877,0.698210,0.935950,0.934542,0.942777,0.902851,0.814242,0.913625,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run18_sparc_1361,sparc_1361,0.649765,0.685024,0.689269,0.647653,0.682055,0.689229,0.929371,0.929639,0.940251,0.879417,0.794402,0.917304,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run18_sparc_1401,sparc_1401,0.560910,0.730257,0.577791,0.539895,0.646543,0.541741,0.951288,0.957755,0.961977,0.944548,0.879231,0.954755,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run18_sparc_1413,sparc_1413,0.625427,0.625366,0.632215,0.605625,0.601665,0.619261,0.939246,0.940614,0.945845,0.862153,0.755600,0.928261,spectrum_fno48_floor6_smooth1_qc_peak4
run18_sparc_1419,sparc_1419,0.638500,0.662684,0.659463,0.630142,0.660766,0.652315,0.932465,0.932260,0.941784,0.930167,0.746898,0.898793,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run18_sparc_1421,sparc_1421,0.630169,0.652909,0.643812,0.617566,0.648064,0.641717,0.935428,0.940822,0.937122,0.905607,0.761094,0.895363,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run18_sparc_1425,sparc_1425,0.699531,0.715210,0.699554,0.694747,0.692557,0.693042,0.923209,0.928747,0.926024,0.924158,0.657929,0.927893,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run18_sparc_1426,sparc_1426,0.680476,0.720347,0.704465,0.665843,0.701495,0.682249,0.927238,0.925162,0.921165,0.892597,0.806983,0.869290,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run18_sparc_1428,sparc_1428,0.850878,0.780984,0.830426,0.830461,0.777575,0.809079,0.904589,0.880872,0.903021,0.913265,0.949407,0.938188,spectrum_fno48_floor6_smooth1_qc_peak4
run18_sparc_1440,sparc_1440,0.824109,1.023299,0.934754,0.746398,0.822641,0.780916,0.929424,0.932088,0.927552,0.894529,0.899543,0.938078,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run18_sparc_1441,sparc_1441,0.808353,1.029775,0.915985,0.744136,0.822384,0.781155,0.927654,0.931974,0.928004,0.891930,0.899979,0.934354,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run18_sparc_1522,sparc_1522,0.627534,0.639817,0.638324,0.626633,0.637818,0.636927,0.922767,0.927951,0.925237,0.829285,0.699777,0.874996,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run18_sparc_1530,sparc_1530,0.670333,0.968114,0.693006,0.612432,0.737642,0.633069,0.838138,0.894953,0.874455,0.931961,0.926179,0.934508,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run19_sparc_1305,sparc_1305,0.705994,0.956653,0.786345,0.635206,0.743362,0.651063,0.890273,0.891589,0.920340,0.885291,0.659571,0.873305,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run19_sparc_1306,sparc_1306,1.312301,1.170554,1.412565,0.900463,0.905638,0.918170,0.863833,0.872170,0.902769,0.934269,0.914307,0.940082,spectrum_fno48_floor6_smooth1_qc_peak4
run19_sparc_1315,sparc_1315,0.495091,0.544769,0.524595,0.474058,0.512789,0.490751,0.927429,0.928409,0.943159,0.923852,0.665742,0.928929,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run19_sparc_1317,sparc_1317,0.486541,0.547086,0.497847,0.479653,0.546917,0.492748,0.931734,0.928350,0.945021,0.900636,0.636797,0.913605,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run19_sparc_1319,sparc_1319,0.476884,0.553245,0.483128,0.476007,0.540923,0.481939,0.926284,0.924516,0.948231,0.906831,0.761883,0.954697,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run19_sparc_1352,sparc_1352,0.488657,0.534628,0.536998,0.479905,0.516852,0.502966,0.920261,0.919911,0.905495,0.906165,0.690079,0.953017,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run19_sparc_1360,sparc_1360,0.433915,0.535155,0.444241,0.433902,0.521605,0.443742,0.911157,0.911954,0.917524,0.892237,0.887777,0.919002,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run19_sparc_1364,sparc_1364,0.476126,0.612515,0.530107,0.474458,0.603338,0.518779,0.888677,0.889718,0.880169,0.914551,0.885920,0.963429,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run19_sparc_1406,sparc_1406,0.800074,0.891070,0.841932,0.683857,0.762138,0.707108,0.919901,0.923567,0.907063,0.864032,0.591414,0.941007,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run19_sparc_1416,sparc_1416,0.500318,0.629439,0.523600,0.490153,0.560562,0.505108,0.922883,0.926319,0.915483,0.960871,0.626462,0.930788,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run19_sparc_1417,sparc_1417,0.488673,0.597696,0.499860,0.481715,0.565113,0.490894,0.918122,0.922288,0.917085,0.952148,0.723439,0.875527,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run19_sparc_1428,sparc_1428,0.607846,0.743874,0.632704,0.595439,0.706638,0.618903,0.904583,0.900915,0.896972,0.952472,0.870475,0.955860,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run19_sparc_1440,sparc_1440,0.764103,0.892386,0.731159,0.667268,0.749523,0.664801,0.888868,0.897549,0.961654,0.831198,0.694497,0.838732,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run19_sparc_1503,sparc_1503,0.986046,1.167190,0.738295,0.603966,0.786042,0.517815,0.904188,0.921151,0.929792,0.897458,0.736353,0.924069,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run19_sparc_1505,sparc_1505,0.641164,0.763050,0.685001,0.641107,0.726968,0.667909,0.844825,0.869009,0.874357,0.967797,0.908451,0.968920,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run19_sparc_1511,sparc_1511,0.510442,0.534092,0.518918,0.510409,0.532487,0.515429,0.938128,0.936148,0.961539,0.889564,0.636808,0.896852,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run19_sparc_1514,sparc_1514,0.489862,0.542292,0.504709,0.487160,0.535671,0.497331,0.923698,0.931073,0.938131,0.915359,0.571976,0.940515,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run19_sparc_1517,sparc_1517,0.489257,0.610397,0.496458,0.474159,0.558782,0.478516,0.926280,0.927178,0.935816,0.908727,0.861561,0.963429,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run19_sparc_1522,sparc_1522,0.595132,0.662247,0.718717,0.592112,0.633275,0.683568,0.926883,0.930248,0.912990,0.761226,0.833030,0.904552,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run19_sparc_1530,sparc_1530,0.665030,0.484114,0.635210,0.650263,0.466716,0.601957,0.765987,0.896457,0.794856,0.996578,0.995142,0.996884,spectrum_fno48_floor6_smooth1_qc_peak4
run1_sparc_1300,sparc_1300,0.249317,0.429005,0.241523,0.249315,0.345733,0.239629,0.993104,0.995935,0.996419,0.803309,0.574283,0.909935,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run1_sparc_1303,sparc_1303,0.567400,0.561462,0.552874,0.562926,0.561177,0.552751,0.923896,0.924064,0.919890,0.881971,0.801846,0.871782,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run1_sparc_1308,sparc_1308,0.533716,0.704324,0.649840,0.528940,0.664347,0.641421,0.858399,0.817039,0.757041,0.882597,0.959942,0.971229,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run1_sparc_1310,sparc_1310,0.528890,0.550829,0.547175,0.527673,0.546704,0.543856,0.929795,0.924383,0.944606,0.921498,0.788491,0.886780,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run1_sparc_1313,sparc_1313,0.543165,0.532411,0.563657,0.533172,0.518153,0.543540,0.933789,0.931157,0.954179,0.915473,0.816966,0.864320,spectrum_fno48_floor6_smooth1_qc_peak4
run1_sparc_1315,sparc_1315,0.532864,0.524923,0.544477,0.532770,0.517725,0.540775,0.931725,0.931381,0.935484,0.847304,0.776252,0.964238,spectrum_fno48_floor6_smooth1_qc_peak4
run1_sparc_1318,sparc_1318,0.504442,0.550603,0.522809,0.488638,0.520847,0.502978,0.939468,0.938634,0.962752,0.876832,0.846640,0.903804,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run1_sparc_1349,sparc_1349,0.531658,0.594851,0.559161,0.525599,0.579318,0.540675,0.923130,0.923415,0.911231,0.869767,0.912410,0.938951,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run1_sparc_1350,sparc_1350,0.543165,0.532411,0.563657,0.533172,0.518153,0.543540,0.933789,0.931157,0.954179,0.915473,0.816966,0.864320,spectrum_fno48_floor6_smooth1_qc_peak4
run1_sparc_1353,sparc_1353,0.570731,0.651563,0.600629,0.531886,0.597103,0.550759,0.917168,0.915832,0.904882,0.847168,0.918177,0.926886,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run1_sparc_1359,sparc_1359,0.556557,0.599155,0.559835,0.556054,0.585628,0.557581,0.912809,0.916736,0.907185,0.929072,0.840841,0.899511,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run1_sparc_1361,sparc_1361,0.541128,0.585629,0.551146,0.539985,0.566498,0.546038,0.926883,0.924209,0.917672,0.862198,0.729369,0.875026,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run1_sparc_1363,sparc_1363,0.617381,0.743822,0.742607,0.597809,0.706981,0.695525,0.917093,0.915926,0.902838,0.848904,0.907512,0.907317,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run1_sparc_1365,sparc_1365,0.609040,0.619999,0.565297,0.602738,0.610751,0.564700,0.924330,0.927633,0.919051,0.908631,0.830460,0.781519,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run1_sparc_1400,sparc_1400,0.369225,0.426875,0.294216,0.332627,0.369284,0.294113,0.992752,0.994406,0.993238,0.878752,0.778763,0.966721,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run1_sparc_1401,sparc_1401,0.962386,1.015739,1.231484,0.863239,0.895587,0.990086,0.811129,0.824943,0.697741,0.984430,0.984653,0.985615,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run1_sparc_1403,sparc_1403,0.571822,0.553745,0.544335,0.563865,0.551212,0.540008,0.931831,0.934070,0.950895,0.914660,0.719735,0.907343,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run1_sparc_1411,sparc_1411,0.581646,0.576298,0.578667,0.571506,0.565799,0.564156,0.924008,0.925077,0.923206,0.909829,0.895368,0.886223,spectrum_fno48_floor6_smooth1_qc_peak4
run1_sparc_1414,sparc_1414,0.554127,0.604112,0.558047,0.549629,0.590333,0.548810,0.932443,0.933878,0.937514,0.951983,0.831560,0.955759,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run1_sparc_1422,sparc_1422,0.717310,0.728913,0.775893,0.692121,0.707271,0.751506,0.906134,0.914488,0.907500,0.888361,0.872564,0.901942,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run1_sparc_1423,sparc_1423,0.643241,0.712288,0.648627,0.640139,0.687188,0.636981,0.884610,0.884980,0.889144,0.927120,0.792584,0.898546,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run1_sparc_1507,sparc_1507,0.515017,0.559860,0.519018,0.514853,0.559492,0.516961,0.919658,0.921240,0.927726,0.886169,0.852602,0.950584,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run1_sparc_1511,sparc_1511,0.598202,0.612789,0.606871,0.581254,0.590952,0.589353,0.918784,0.918086,0.910279,0.895452,0.840838,0.906961,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run1_sparc_1519,sparc_1519,0.523794,0.539927,0.594325,0.523707,0.539919,0.573231,0.903740,0.909434,0.899811,0.902113,0.748777,0.960250,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run1_sparc_1523,sparc_1523,0.887118,0.887050,0.946305,0.832010,0.843489,0.860015,0.791500,0.767740,0.728269,0.914322,0.805686,0.929778,spectrum_fno48_floor6_smooth1_qc_peak4
run1_sparc_1524,sparc_1524,1.003447,0.987003,0.972314,0.822418,0.816901,0.811085,0.866186,0.858860,0.848746,0.924027,0.866388,0.943098,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run1_sparc_1526,sparc_1526,0.680618,0.699236,0.705845,0.680522,0.698518,0.705709,0.879883,0.868751,0.866180,0.973875,0.941031,0.979464,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run1_sparc_1527,sparc_1527,0.541420,0.574234,0.567056,0.541394,0.567404,0.566114,0.923241,0.925545,0.911757,0.924411,0.834637,0.940538,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run20_sparc_1302,sparc_1302,0.578910,0.714250,0.756956,0.572437,0.630281,0.693745,0.905276,0.910286,0.858495,0.961508,0.939536,0.977603,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run20_sparc_1304,sparc_1304,0.662678,0.713749,0.693447,0.606800,0.606011,0.617526,0.906655,0.918407,0.902612,0.951138,0.906123,0.964183,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run20_sparc_1311,sparc_1311,0.595729,0.632968,0.621209,0.590071,0.629437,0.607334,0.921954,0.926903,0.941466,0.934808,0.651940,0.862328,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run20_sparc_1315,sparc_1315,0.627366,0.638570,0.636966,0.585699,0.591797,0.588343,0.925454,0.926983,0.926964,0.890308,0.846138,0.874806,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run20_sparc_1317,sparc_1317,0.528437,0.586552,0.539062,0.522665,0.569600,0.530553,0.928542,0.931148,0.941814,0.907156,0.853381,0.884447,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run20_sparc_1319,sparc_1319,0.534364,0.600687,0.533118,0.528607,0.585150,0.529679,0.919996,0.927066,0.946695,0.907124,0.876693,0.872699,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run20_sparc_1403,sparc_1403,0.570436,0.591039,0.559150,0.557487,0.582439,0.551607,0.928205,0.931690,0.950442,0.970762,0.899892,0.959680,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run20_sparc_1405,sparc_1405,0.508281,0.614894,0.517197,0.504766,0.583493,0.512526,0.895966,0.877994,0.878845,0.931519,0.884957,0.900010,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run20_sparc_1408,sparc_1408,0.532885,0.646234,0.526988,0.532850,0.642189,0.526861,0.903348,0.910593,0.916419,0.929664,0.901981,0.953011,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run20_sparc_1411,sparc_1411,0.593444,0.617501,0.603747,0.590392,0.613791,0.597963,0.922408,0.926892,0.944998,0.896970,0.753434,0.920792,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
