key,family,relL2_spectrum_fno48_floor6_smooth1_qc_peak4,relL2_spectrum_fno48_floor6_smooth1_qc,relL2_spectrum_fno48_floor6_smooth1_qc_mhi100,relL2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_peak4,relL2_alpha_spectrum_fno48_floor6_smooth1_qc,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_mhi100,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,patR2_spectrum_fno48_floor6_smooth1_qc_peak4,patR2_spectrum_fno48_floor6_smooth1_qc,patR2_spectrum_fno48_floor6_smooth1_qc_mhi100,patR2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,crf_spectrum_fno48_floor6_smooth1_qc_peak4,crf_spectrum_fno48_floor6_smooth1_qc,crf_spectrum_fno48_floor6_smooth1_qc_mhi100,crf_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,winner
run32_sparc_1305,sparc_1305,0.659925,0.653785,0.751123,0.618226,0.655538,0.642489,0.743364,0.614260,0.903018,0.908850,0.937243,0.913411,0.909134,0.490340,0.803558,0.921811,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run32_sparc_1315,sparc_1315,0.608739,0.575471,0.617848,0.540435,0.593094,0.570663,0.610765,0.536497,0.917753,0.917076,0.946891,0.914457,0.869656,0.773489,0.700255,0.908430,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run32_sparc_1353,sparc_1353,0.647169,0.582524,0.668672,0.491798,0.633524,0.560354,0.623795,0.491527,0.925870,0.922752,0.946058,0.920836,0.918841,0.865085,0.768528,0.926867,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run32_sparc_1355,sparc_1355,0.582283,0.556316,0.730721,0.542031,0.558929,0.552648,0.653655,0.537567,0.897056,0.883033,0.916149,0.891677,0.870226,0.609974,0.799822,0.837720,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run32_sparc_1358,sparc_1358,0.530845,0.600302,0.695940,0.543690,0.521177,0.579875,0.649490,0.526535,0.921430,0.918216,0.941421,0.915395,0.799498,0.860168,0.765841,0.868918,spectrum_fno48_floor6_smooth1_qc_peak4
run32_sparc_1402,sparc_1402,0.655506,0.710979,0.716803,0.538701,0.649274,0.688259,0.711418,0.538479,0.936704,0.934065,0.961494,0.933433,0.869284,0.932202,0.765138,0.910365,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run32_sparc_1422,sparc_1422,0.884167,0.849810,0.918912,0.822813,0.783816,0.774199,0.775885,0.772765,0.878174,0.866657,0.892806,0.857704,0.908401,0.914688,0.918906,0.948652,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run32_sparc_1501,sparc_1501,0.746494,0.797300,0.713902,0.737794,0.745779,0.759652,0.713878,0.735270,0.919953,0.911961,0.948412,0.869723,0.976916,0.969605,0.873731,0.974612,spectrum_fno48_floor6_smooth1_qc_mhi100
run32_sparc_1507,sparc_1507,0.676759,0.645668,0.752321,0.580227,0.631225,0.600533,0.738137,0.569196,0.919375,0.911369,0.943242,0.919743,0.789377,0.447010,0.731656,0.937912,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run32_sparc_1517,sparc_1517,0.550122,0.545966,0.668281,0.508411,0.549723,0.543815,0.643491,0.508257,0.926898,0.919738,0.940649,0.919335,0.883584,0.759014,0.770471,0.839477,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run32_sparc_1524,sparc_1524,0.875747,1.157541,1.154838,0.919763,0.829346,0.882577,0.931938,0.831598,0.817563,0.793794,0.865861,0.819043,0.911574,0.940908,0.971578,0.930342,spectrum_fno48_floor6_smooth1_qc_peak4
run32_sparc_1526,sparc_1526,0.749943,0.696510,0.794775,0.640920,0.706340,0.679044,0.746471,0.640385,0.871428,0.878238,0.911231,0.882734,0.944420,0.779271,0.888727,0.951352,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run32_sparc_1529,sparc_1529,0.624931,0.659230,0.757822,0.649687,0.624860,0.657624,0.732734,0.647411,0.913762,0.898260,0.942021,0.880898,0.971521,0.921442,0.924999,0.972565,spectrum_fno48_floor6_smooth1_qc_peak4
run33_sparc_1303,sparc_1303,0.992703,1.113896,1.375161,0.667902,0.836943,0.821812,0.931633,0.622349,0.935543,0.938883,0.955207,0.925821,0.764960,0.838029,0.881291,0.917895,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run33_sparc_1308,sparc_1308,0.776493,0.801283,0.901207,0.687353,0.756543,0.775387,0.837712,0.687244,0.923223,0.921538,0.921781,0.924756,0.879694,0.856268,0.846361,0.949616,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run33_sparc_1310,sparc_1310,0.918248,0.950149,0.889472,0.727372,0.804957,0.790438,0.834198,0.626637,0.885702,0.888774,0.923859,0.890454,0.804213,0.635830,0.678111,0.872134,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run33_sparc_1351,sparc_1351,0.738445,0.726945,0.896425,0.595928,0.725920,0.683596,0.771715,0.578317,0.882915,0.882586,0.904952,0.880758,0.618464,0.405141,0.647367,0.941270,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run33_sparc_1361,sparc_1361,0.782397,0.641342,0.778255,0.474115,0.712478,0.613903,0.697434,0.468100,0.886989,0.894534,0.920473,0.896301,0.865221,0.650358,0.710765,0.892520,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run33_sparc_1363,sparc_1363,0.733881,0.765665,0.754822,0.515775,0.697419,0.765187,0.749958,0.515659,0.888195,0.877995,0.899845,0.890842,0.892197,0.523516,0.805777,0.858826,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run33_sparc_1411,sparc_1411,0.793846,0.770470,0.938626,0.643628,0.731845,0.672620,0.817327,0.592514,0.892178,0.895281,0.920566,0.894976,0.815478,0.345794,0.699632,0.874158,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run33_sparc_1420,sparc_1420,0.697838,0.741515,0.801952,0.556366,0.664045,0.693617,0.712158,0.554992,0.884302,0.873879,0.897257,0.894917,0.918772,0.390799,0.940151,0.944967,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run33_sparc_1425,sparc_1425,1.444921,1.234871,2.006456,1.535639,0.823282,0.748638,0.918264,0.795749,0.927465,0.937171,0.944378,0.947616,0.894431,0.825762,0.914360,0.934826,spectrum_fno48_floor6_smooth1_qc
run33_sparc_1440,sparc_1440,1.298698,1.264281,1.322842,0.967024,0.810980,0.805850,0.895439,0.726580,0.945516,0.945606,0.954063,0.937245,0.843290,0.816358,0.686651,0.915118,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run33_sparc_1441,sparc_1441,1.260213,1.252281,1.342371,0.929264,0.807191,0.805098,0.894110,0.720049,0.946196,0.946283,0.953855,0.937954,0.842593,0.817315,0.688978,0.916822,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run33_sparc_1502,sparc_1502,0.863679,0.626707,1.155336,0.765583,0.756292,0.615321,0.888555,0.696924,0.940516,0.943342,0.961568,0.940221,0.755816,0.673934,0.675836,0.817562,spectrum_fno48_floor6_smooth1_qc
run33_sparc_1503,sparc_1503,1.246761,1.136275,1.524748,0.701204,0.857407,0.834744,0.942934,0.661361,0.937609,0.939320,0.956074,0.938690,0.802955,0.840125,0.853431,0.847668,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run33_sparc_1506,sparc_1506,1.119035,0.994011,1.186797,0.908755,0.770844,0.786331,0.881523,0.728065,0.940703,0.933989,0.949942,0.936529,0.846113,0.862904,0.771286,0.928233,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run33_sparc_1511,sparc_1511,0.780199,0.790439,0.887069,0.609097,0.722738,0.728395,0.798518,0.570005,0.902856,0.905525,0.928955,0.903715,0.784295,0.712797,0.708897,0.873759,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run33_sparc_1512,sparc_1512,0.757004,0.795868,0.879455,0.615774,0.719480,0.719602,0.802795,0.568574,0.894265,0.896070,0.920092,0.896902,0.763289,0.670947,0.725108,0.893378,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run33_sparc_1521,sparc_1521,0.749635,0.673591,0.894550,0.619031,0.694022,0.648243,0.762449,0.591398,0.871914,0.870226,0.901788,0.866953,0.807140,0.474335,0.682730,0.949065,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run33_sparc_1529,sparc_1529,1.254270,1.234131,1.507642,0.983980,0.923130,0.835921,0.948325,0.777506,0.818346,0.839891,0.892553,0.855851,0.826921,0.834297,0.835691,0.895476,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run34_sparc_1315,sparc_1315,0.709338,0.694075,0.843447,0.662822,0.643172,0.693613,0.793661,0.614387,0.932494,0.927410,0.926415,0.923420,0.812142,0.847991,0.856510,0.962692,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run34_sparc_1349,sparc_1349,0.720294,0.719817,1.454083,0.629959,0.609004,0.692802,0.845605,0.618902,0.859527,0.884862,0.887691,0.812328,0.894575,0.844563,0.895060,0.979319,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run34_sparc_1360,sparc_1360,0.602185,0.646691,0.790968,0.489730,0.598594,0.617728,0.768406,0.464355,0.934601,0.928026,0.926954,0.924850,0.905583,0.869842,0.815535,0.979351,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run34_sparc_1363,sparc_1363,0.917404,0.824458,1.053223,0.734075,0.787188,0.760398,0.907127,0.713650,0.911898,0.909838,0.904946,0.916266,0.874592,0.909416,0.795591,0.900156,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run34_sparc_1400,sparc_1400,0.496857,0.667772,0.610511,0.475169,0.496695,0.633515,0.602563,0.474825,0.987635,0.986323,0.983340,0.978863,0.725674,0.647179,0.835393,0.792216,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run34_sparc_1401,sparc_1401,0.964609,1.252194,1.429121,0.800362,0.831055,0.873326,0.932233,0.709963,0.940335,0.933080,0.942917,0.943076,0.739686,0.809377,0.588809,0.817330,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run34_sparc_1406,sparc_1406,0.681504,0.811170,0.875007,0.697071,0.662447,0.737408,0.799899,0.673677,0.942659,0.944391,0.943788,0.945243,0.762232,0.727382,0.801241,0.868167,spectrum_fno48_floor6_smooth1_qc_peak4
run34_sparc_1415,sparc_1415,0.559107,0.619128,0.750037,0.584353,0.557708,0.610690,0.744174,0.561053,0.936657,0.907725,0.915924,0.921416,0.914721,0.883867,0.866974,0.966392,spectrum_fno48_floor6_smooth1_qc_peak4
run34_sparc_1417,sparc_1417,1.071197,1.035446,1.419286,0.527496,0.645355,0.730013,0.820166,0.516210,0.898072,0.897603,0.869544,0.920685,0.851489,0.519963,0.816351,0.910373,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run34_sparc_1423,sparc_1423,1.080232,1.203535,1.025261,0.868521,0.711511,0.769093,0.857975,0.707838,0.950960,0.947618,0.942222,0.950413,0.844991,0.697472,0.723576,0.887441,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run34_sparc_1515,sparc_1515,0.620493,0.746954,0.810773,0.542020,0.581296,0.661640,0.793943,0.538176,0.940140,0.932032,0.926395,0.929735,0.869559,0.719375,0.693697,0.966197,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run35_sparc_1307,sparc_1307,1.057285,1.232100,1.286994,0.725394,0.823684,0.813791,0.930777,0.653586,0.817386,0.793956,0.589699,0.764148,0.964644,0.983096,0.948479,0.969000,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run35_sparc_1315,sparc_1315,0.660521,0.651969,0.634019,0.541399,0.639647,0.624973,0.613725,0.536194,0.928690,0.931211,0.954487,0.930862,0.874211,0.727519,0.662629,0.895303,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run35_sparc_1317,sparc_1317,0.627492,0.632849,0.744431,0.636074,0.598310,0.599121,0.640967,0.594626,0.933464,0.936098,0.956506,0.931487,0.812864,0.572146,0.681449,0.901204,spectrum_fno48_floor6_smooth1_qc_peak4
run35_sparc_1351,sparc_1351,0.624720,0.680886,0.614590,0.582899,0.583721,0.607831,0.598561,0.549472,0.932295,0.930991,0.949960,0.931077,0.859869,0.759385,0.685326,0.860299,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run35_sparc_1357,sparc_1357,0.624610,0.715020,0.701574,0.673194,0.617904,0.690905,0.681493,0.660627,0.907513,0.908391,0.926709,0.909632,0.809758,0.878792,0.899943,0.900313,spectrum_fno48_floor6_smooth1_qc_peak4
run35_sparc_1400,sparc_1400,0.412993,0.541016,0.494354,0.344420,0.367311,0.502625,0.464625,0.314329,0.993906,0.994300,0.992955,0.992580,0.935274,0.724162,0.958882,0.926801,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run35_sparc_1404,sparc_1404,0.558621,0.527807,0.609829,0.499221,0.551811,0.523621,0.608204,0.497959,0.938716,0.933300,0.949346,0.934501,0.925037,0.636702,0.673540,0.914858,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run35_sparc_1407,sparc_1407,0.660554,0.666423,0.707585,0.574063,0.619405,0.647330,0.699759,0.566151,0.914638,0.913061,0.941025,0.912212,0.848777,0.740402,0.809777,0.901954,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run35_sparc_1409,sparc_1409,0.777823,0.807522,0.851226,0.739354,0.762241,0.794455,0.797970,0.721286,0.890826,0.886492,0.907904,0.883766,0.802091,0.869676,0.937626,0.898333,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run35_sparc_1412,sparc_1412,0.628797,0.688360,0.670968,0.597505,0.605269,0.642728,0.648407,0.584180,0.927831,0.930847,0.947680,0.933411,0.880893,0.732124,0.716694,0.951256,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run35_sparc_1413,sparc_1413,0.622945,0.656869,0.695221,0.600732,0.593381,0.635951,0.652085,0.577868,0.929790,0.932645,0.951501,0.935642,0.884937,0.743377,0.768915,0.950400,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run35_sparc_1415,sparc_1415,0.659890,0.643952,0.663112,0.589964,0.623037,0.623707,0.631069,0.559078,0.928406,0.928276,0.951683,0.928215,0.721698,0.653167,0.627138,0.928086,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run35_sparc_1419,sparc_1419,0.712214,0.707481,0.745312,0.758754,0.694851,0.678359,0.662092,0.729301,0.892558,0.873498,0.925572,0.885132,0.910022,0.896946,0.897737,0.922159,spectrum_fno48_floor6_smooth1_qc
run35_sparc_1421,sparc_1421,0.681155,0.744425,0.728537,0.634553,0.673653,0.715376,0.704430,0.629260,0.888501,0.880591,0.919096,0.890965,0.908961,0.922791,0.882604,0.909479,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run35_sparc_1427,sparc_1427,0.696896,0.723692,0.783119,0.654590,0.685878,0.723478,0.766476,0.644546,0.899445,0.896640,0.864248,0.880941,0.894027,0.648021,0.915839,0.937009,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run35_sparc_1430,sparc_1430,0.826520,0.793683,1.076912,0.835033,0.826455,0.792277,0.932865,0.833785,0.898279,0.896823,0.412456,0.787374,0.988123,0.979542,0.960486,0.991681,spectrum_fno48_floor6_smooth1_qc
run35_sparc_1440,sparc_1440,0.640207,0.625502,0.680162,0.566286,0.636502,0.613297,0.679187,0.565360,0.936664,0.933538,0.957681,0.932230,0.797792,0.595265,0.623063,0.805446,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run35_sparc_1501,sparc_1501,0.826831,0.807997,0.768124,0.854058,0.783224,0.794157,0.734116,0.820506,0.900618,0.895154,0.926415,0.881054,0.982238,0.972093,0.869265,0.985430,spectrum_fno48_floor6_smooth1_qc_mhi100
run35_sparc_1515,sparc_1515,0.590729,0.631218,0.638313,0.537674,0.590459,0.631074,0.636783,0.534781,0.929651,0.930086,0.947573,0.930831,0.785072,0.742760,0.705379,0.867325,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run35_sparc_1518,sparc_1518,0.615222,0.650751,0.666561,0.547803,0.575894,0.605719,0.616083,0.532255,0.914750,0.909575,0.937407,0.915812,0.838507,0.832021,0.813020,0.829314,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run35_sparc_1519,sparc_1519,0.718620,0.712838,0.742598,0.767123,0.686666,0.670970,0.685840,0.721127,0.916723,0.907656,0.946288,0.919565,0.912346,0.895652,0.926376,0.894146,spectrum_fno48_floor6_smooth1_qc
run35_sparc_1520,sparc_1520,0.691811,0.698440,0.720658,0.610872,0.671389,0.673251,0.670921,0.586555,0.918465,0.908139,0.929439,0.917656,0.889644,0.880134,0.816029,0.786805,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run35_sparc_1522,sparc_1522,0.828078,0.939052,0.919862,0.825743,0.787724,0.806730,0.805568,0.766434,0.869021,0.863848,0.888608,0.867105,0.821391,0.812759,0.909861,0.893611,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run35_sparc_1525,sparc_1525,0.630207,0.640681,0.718574,0.621649,0.629645,0.637800,0.709156,0.617043,0.905065,0.907180,0.919752,0.889879,0.882714,0.623892,0.702898,0.934951,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run36_sparc_1302,sparc_1302,1.101275,1.302797,1.392854,0.679038,0.810130,0.850368,0.935815,0.634290,0.906843,0.903107,0.947101,0.908885,0.795512,0.895801,0.644972,0.947460,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run36_sparc_1306,sparc_1306,1.483417,1.488529,1.465344,1.405048,0.915124,0.910922,0.962233,0.904289,0.910575,0.915720,0.909588,0.915001,0.921585,0.899991,0.900548,0.906400,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run36_sparc_1307,sparc_1307,1.014798,0.958896,0.990773,0.847689,0.776534,0.796398,0.835993,0.739905,0.906355,0.905053,0.929132,0.901679,0.943069,0.865042,0.964041,0.967810,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run36_sparc_1353,sparc_1353,0.690947,0.687618,0.873618,0.495306,0.641787,0.634353,0.759036,0.493001,0.884001,0.880368,0.903021,0.875421,0.923102,0.909181,0.881619,0.907699,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run36_sparc_1355,sparc_1355,0.595535,0.679033,0.817847,0.518137,0.565719,0.604034,0.728151,0.507317,0.900503,0.897804,0.920644,0.899503,0.827597,0.743303,0.869584,0.926920,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run36_sparc_1358,sparc_1358,0.615993,0.678418,0.730669,0.530293,0.578632,0.607921,0.672328,0.512161,0.889270,0.888918,0.900911,0.889017,0.860046,0.768110,0.593688,0.914509,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run36_sparc_1364,sparc_1364,0.757208,0.843926,0.896437,0.509839,0.715543,0.769683,0.794021,0.504258,0.878671,0.868175,0.894753,0.878780,0.910608,0.898738,0.911496,0.889527,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run36_sparc_1400,sparc_1400,0.472854,0.507081,0.507966,0.412093,0.463703,0.480509,0.498412,0.411421,0.990272,0.989328,0.990339,0.985320,0.901453,0.627372,0.533544,0.900684,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run36_sparc_1414,sparc_1414,0.670441,0.683862,0.843446,0.583823,0.640064,0.635865,0.743152,0.557730,0.905509,0.901149,0.929511,0.905601,0.653509,0.563389,0.777453,0.899456,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run36_sparc_1417,sparc_1417,0.635985,0.672921,0.780249,0.559125,0.621264,0.640123,0.742309,0.552178,0.907391,0.905106,0.931938,0.906019,0.720995,0.564343,0.691242,0.911653,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run36_sparc_1426,sparc_1426,1.245307,1.195086,1.443491,0.948506,0.802523,0.829332,0.960282,0.747630,0.915492,0.930755,0.945242,0.923015,0.817381,0.733960,0.815103,0.866086,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run36_sparc_1502,sparc_1502,1.075844,1.143085,1.195248,0.670629,0.790461,0.828812,0.933928,0.618718,0.881038,0.902816,0.951015,0.870152,0.778121,0.857502,0.604786,0.956949,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run36_sparc_1507,sparc_1507,1.474549,1.639554,1.637976,1.122314,0.901176,0.924502,0.966799,0.824415,0.917231,0.917692,0.937825,0.912996,0.821742,0.899754,0.812688,0.884593,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run36_sparc_1513,sparc_1513,0.619722,0.664982,0.769681,0.557858,0.609179,0.635621,0.728295,0.553597,0.911836,0.909324,0.932909,0.912343,0.631748,0.607658,0.647817,0.945646,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run36_sparc_1522,sparc_1522,0.821376,0.874748,1.285246,0.539608,0.674904,0.697043,0.827648,0.509490,0.895821,0.887043,0.855798,0.889860,0.881497,0.889092,0.951106,0.843826,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run36_sparc_1523,sparc_1523,0.871476,1.152447,1.234291,0.524076,0.711399,0.800538,0.820908,0.517043,0.890313,0.881526,0.902058,0.891533,0.866184,0.930875,0.891452,0.880715,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run36_sparc_1525,sparc_1525,1.159941,1.282990,1.296569,1.065665,0.803907,0.832243,0.954299,0.790331,0.930399,0.936077,0.959961,0.940009,0.678972,0.638106,0.728351,0.836322,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run36_sparc_1527,sparc_1527,1.177958,1.160390,1.593386,0.931832,0.859974,0.849899,0.957765,0.808607,0.842538,0.907161,0.946669,0.910935,0.847360,0.739494,0.761690,0.899219,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run36_sparc_1529,sparc_1529,1.253567,1.476560,1.466016,1.219469,0.885507,0.908953,0.937517,0.889417,0.808041,0.828999,0.800432,0.787918,0.920283,0.856813,0.830587,0.924836,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run36_sparc_1530,sparc_1530,0.703492,0.800860,0.755886,0.755930,0.696769,0.793310,0.743198,0.753454,0.917453,0.928831,0.825297,0.893056,0.976769,0.806201,0.935952,0.983590,spectrum_fno48_floor6_smooth1_qc_peak4
run37_sparc_1300,sparc_1300,0.706768,0.684313,0.758215,0.688700,0.657237,0.652721,0.655672,0.638300,0.959689,0.955463,0.953621,0.921823,0.864337,0.813460,0.870371,0.913013,spectrum_fno48_floor6_smooth1_qc
run37_sparc_1305,sparc_1305,0.895405,0.943840,1.071991,0.888149,0.722127,0.745885,0.886235,0.713042,0.927750,0.928153,0.940949,0.924855,0.784653,0.728734,0.811537,0.908803,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run37_sparc_1306,sparc_1306,0.903207,0.821942,0.968629,0.831703,0.765397,0.818689,0.877849,0.754000,0.870940,0.885111,0.901622,0.860323,0.934509,0.624964,0.752291,0.956455,spectrum_fno48_floor6_smooth1_qc
run37_sparc_1313,sparc_1313,0.688775,0.739335,0.842062,0.671850,0.673674,0.723583,0.841276,0.647077,0.944075,0.942890,0.950589,0.941498,0.810940,0.766917,0.757505,0.940848,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run37_sparc_1314,sparc_1314,0.677447,0.734068,0.827194,0.661634,0.665227,0.718298,0.824377,0.641702,0.945189,0.943890,0.947313,0.941893,0.811365,0.768063,0.770511,0.948771,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run37_sparc_1317,sparc_1317,0.680822,0.757950,0.862781,0.682301,0.674076,0.757128,0.850849,0.680290,0.926463,0.926574,0.926766,0.915206,0.814914,0.565336,0.741822,0.926852,spectrum_fno48_floor6_smooth1_qc_peak4
run37_sparc_1318,sparc_1318,0.678371,0.769226,0.860370,0.675942,0.670145,0.768356,0.847476,0.675023,0.935522,0.945098,0.946184,0.929551,0.724953,0.604893,0.607813,0.890511,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run37_sparc_1359,sparc_1359,0.691356,0.742476,0.866706,0.661597,0.690457,0.739080,0.857943,0.654501,0.935367,0.939012,0.945221,0.934468,0.764721,0.656717,0.618099,0.891030,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run37_sparc_1364,sparc_1364,0.741375,0.762306,0.931109,0.706601,0.740276,0.759513,0.911441,0.698906,0.933092,0.928789,0.933008,0.929678,0.786640,0.607776,0.669036,0.905930,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run37_sparc_1400,sparc_1400,0.617010,0.650093,0.641822,0.650750,0.616879,0.647430,0.641732,0.650348,0.969381,0.952388,0.975285,0.947114,0.852748,0.869892,0.906872,0.941448,spectrum_fno48_floor6_smooth1_qc_peak4
run37_sparc_1402,sparc_1402,0.685954,0.778673,0.824918,0.767145,0.630067,0.595164,0.674302,0.545325,0.938595,0.944717,0.956896,0.928127,0.877977,0.925226,0.832153,0.955368,spectrum_fno48_floor6_smooth1_qc_peak4
run37_sparc_1403,sparc_1403,0.997923,0.880317,1.142905,0.828880,0.777570,0.721146,0.915815,0.739810,0.916415,0.927856,0.941252,0.902214,0.847516,0.664564,0.814497,0.943380,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run37_sparc_1406,sparc_1406,0.953271,0.950072,1.037117,0.875535,0.792531,0.768183,0.886500,0.742636,0.938975,0.937528,0.953764,0.934459,0.900363,0.848904,0.747967,0.907098,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run37_sparc_1407,sparc_1407,0.886375,0.832058,1.076606,0.742594,0.766183,0.750208,0.898260,0.713404,0.932022,0.932395,0.943329,0.929854,0.828371,0.773929,0.860035,0.869421,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run37_sparc_1408,sparc_1408,0.726219,0.802055,0.882794,0.700214,0.715406,0.798357,0.857752,0.698633,0.928829,0.927230,0.940895,0.920457,0.920133,0.611027,0.627672,0.923624,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run37_sparc_1413,sparc_1413,0.723843,0.786661,0.898184,0.682676,0.712492,0.776897,0.894831,0.668526,0.942277,0.939593,0.944523,0.939739,0.824697,0.648378,0.633463,0.930134,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run37_sparc_1414,sparc_1414,0.694709,0.762961,0.828647,0.665635,0.677852,0.745116,0.828639,0.637564,0.943947,0.940474,0.946284,0.940191,0.798465,0.609821,0.629492,0.914833,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run37_sparc_1423,sparc_1423,0.725462,0.830930,0.877665,0.672603,0.704323,0.797007,0.840215,0.672586,0.910277,0.907321,0.920765,0.907934,0.805305,0.776434,0.790906,0.860007,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run37_sparc_1425,sparc_1425,0.683139,0.732953,0.898270,0.661208,0.681397,0.722672,0.846491,0.661208,0.933438,0.932313,0.939569,0.930398,0.666722,0.724583,0.664505,0.860206,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run37_sparc_1500,sparc_1500,0.548628,0.587198,0.600351,0.575263,0.547478,0.581316,0.582617,0.573510,0.976979,0.958190,0.974806,0.959694,0.862967,0.918767,0.914912,0.921399,spectrum_fno48_floor6_smooth1_qc_peak4
